name,address,type,google_url,photo_url,map_url
"Incazteca, Inc.","1855 South Broadway, Denver",jewelry store | clothing store | point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJY6R9e7N_bIcRsDlfPSPbAEs,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lVgBiVhx6cN1Ji3NreW76wWZ1lR2IIhDXp8OuVaiu5us7HBLYpVc3uziMQHv4zLCtyFblku-vQF29PPB4zNF7-ICOsfjDZX0WaAKe18EBXIVZk1uDN4nK-zAYMrHsItmbs1g-WXRVn-TG-DLt2d_OF-MMMtqlv6E71qAHjwev14QoNPANDZoq3iZQSqYpMvUepC7y1-261f4zzECtReHNpvsZVqS4btqG6aJkJy4h566chGicERN5Is6ESdc5DR3qA85DbPNjb-4rqaUkN10UBDR393UW_6g5YoKMnMIgb-gjFCaF5UdO7Vd5XUrfJLKfY1HSCP9XBda0nvf6DTy5sIZO7aDvcr4kkhKuw3gHFAWPrJgifMIc3pNFNhf5bu0OInIcjqd_BzlTtxjhHW5LwRX3EBfpTf_g6YUeSblUp-NCxbEGTi_Kyi5EXPrx9f8mkUHyh5X_Z5716UVsXRcBR78WXqfg5xsZlKChiyqd2OJcXn5G4Oud4hsxp-grQ1NX9qdueDwCFwHdRCDS0QBsZdt9SULUdm24dN5e4Kvof_0GzR6cxstN2DB76uWxgTrT0CWJM47G-0m3LOTKHTxa3CFPIETDTfixL3yTuhcfrCgfmHDGJsgF-2gMVf92yMeWQQ5Vg&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6829403,-104.9879169&zoom=17&size=400x300&markers=color:red%7C39.6829403,-104.9879169&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Fifty Two 80's A Totally Awesome Shop,"1874 South Broadway, Denver",clothing store | home goods store | point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJ5S_3nbR_bIcRmqyuae_0Pw0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3k5YWWtUknBfehHNv6UaZMGYPoh4K5j7D6TU6vGMmU1wE3dycgqlF42KR-5gNEmMTVknNgOCLJJwtb8lIe3-Sbk5yBWVx6IxxlIKxSk6rK_v3ZGv2MKzg6bMmm3YPLfMUfsVHa7PskN28qWSpGwjJTmp-pO_sdDLDHBFy41unSJbj1-amsSR8iVMOwmJnHBQW_ApncjLPWqMTzNxIJHNVM8ALneHqlq0XbEpCCfeiulvjdey4rejuJkczJ2bMolwE-lSJAC7AL0HSCI3zDV8JYRjBwm8xCegMO4uKDBGp5upr5m6WgkYVb_lY58xGh_cU9G2UVZaiMAwlXVtqoHb_uK735oFTL5NVkXDsSIP2fFy3WJhvghHF9sAsHcUUjFCNU8zzXJOQXHWmjpVjB8lWL_RfG2ipBBwnVG8QEiV2CCREUeab1TsXND_0QNbeEOTmq1NXI-tAvfSQ6A_zdUWmMB1E_Dzs75Gblc9TDOMTclI4Zbf9-9wDakifdoqRgxK03zD7xoQGhtVek7fp5Hl3d0ZJZPHW5LVpBFsAklgpPQzIyEPFayjIbTaGR-5ocZpyzLnG-tWidtWuFx-XPOXtZ9OvvVa10jkCOBwKtCibrVljWKzMllabPV5bcTlijnfSNvbQ&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.68265,-104.9873056&zoom=17&size=400x300&markers=color:red%7C39.68265,-104.9873056&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Colorado Vape & Glass Co. Denver,"1871 South Broadway, Denver",point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJTbVufbN_bIcRmE2oB42Jlic,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nAcx_PiYXEOn0jTP1QkfoJsLzq2aox154UDXfk7JcQYme3c6ZrGVZ_haQO3gps4TgKuoBOqvIOoUgeN_WljpiUHJFo6srOGJhRKOvTlq6qkxHF8cfi73EIfTghpREQiAzc0katI19y-vS2LjJhK_gNikrZy2Zo98XNCuuZ8Ein4Z3Ra4TOI0APFdvQx5wUEpc4_gS8GU9PwBPvsggUAz83Y00ccwPd3QRLKffsaFU1jw9Jv5VcVBUJLK5z0cUutqhh12rpcYsaTgJpi_v5rdNvc-QcV-RpdBlAa8jBXXtnubv-Y2C5vZCNbweVF_H6kjMNS4sfbDJjn7NQJniybOonIU7-Hm-4mszXGUQCnwE0BQb1PiLVtxjvjoWVFbqgVLBmheQ32zQfbcz4-pBYOc3VNA0SowJTKzJ_dUyLUr0V3syAUtsZ4J20gDMxO90KxyCP6SqWGE5GGg8NMe97Mb6fh5oD67y7X2egJEqE9pdPfroKt8rCYmZUE7x42lxjRkOBWeRjr10jVlNME-na1conA4wwc4pmldMMTIlPaQxe4rtsr8MfPX7IYoDNp8x1dFu5uzPCoGBpPCr0VE_dX8kURktwPsvWchD8ZCwXeG7AA9SOCRc87bpj-bwtLw5XsngdrMW-aXhejnIHesdCRQ&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6826605,-104.9877805&zoom=17&size=400x300&markers=color:red%7C39.6826605,-104.9877805&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
The Kind Room,"1881 South Broadway, Denver",pharmacy | health | point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJM__EnLR_bIcR_jP6K9yd6Yc,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lPfNuxu3VP-rtBNn3H3bruFXa6L15InORPB6ZqYKChlzdOR6jH2pZ-9T7ybsSd2NFlgW0Cz9q2mWECHquEk8HH6Yj0V-Me7P-R47ABetVMr-zvCTwqxgv85VVIDRK4DcRvq8zb0lPcLljcfP6ZnbMGnF7pWuwno11TrGDyq6KGuRHYvdriWaR5cdNjLJr47tMIm_94sXeSuVkzPJA5rIt-ShRc8ED0x95Q_Subx9MRVM10dwOkx5PoyUS6u2P9oob0gQkB4on8Du380MG1ailZw_3VWTbruw23PAg61HFrF9hZ-VWl88KSnoJtZJ9qF3TZioUksfJ2k1Omkta2ZZEieXudB2i0ML8ua6N8n78RHtWk5tNZxnIu-25MkD_aGzDtsRlTr1qC01dS3BvBsyhRZqFKjAGJQ-Y7ch3HEXmOC16nT3wqfMRpkZnFvN6ht6LI4tPIaozYDUyjPK6tZ6dkOTM9BoJHvTHhxrI7AppfbJITJlO2M445lvGNbZk7UcvWNbXTOwZwrqmNe7-PVLhnRJjVt9pYARJj9U7cVrI-fUv24nYO3cfdFUUW9y0QWZCaj97MYzzKbX9KtcVlc0By-ADBb25otzbG05iaSH4RQDXvye3fWoEvBmVzM6K3mLgiHg&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6824659,-104.987826&zoom=17&size=400x300&markers=color:red%7C39.6824659,-104.987826&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Timberline Kitchen & Bath,"1860 South Broadway, Denver",furniture store | home goods store | store | general contractor | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ95yPZrN_bIcR5fFrucqmbJU,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nLCVbecC1Zcbc_RtSyak6BIcbcNtZcZgP3m69UH4LkbEMKfyM_MRDjmmCHKo1qw_mbYHeCs51sGrORlUj1Y5CU3J-2soGJs1I1CMAZx4uEj2GYYGzveG_SQUx9GqTqRF1zeHHqM5JA0Uoj-B3wQ_j81rllT8Kdh9Wyntz-2XG07kKRs588pHEpFRF85aJny5lSVK5zXcudnLRRUKZd2y_IR_tmrf76m5Zr4yl-gUrelFvZmYn1oeR3S59SP_TLdnHJGgodTrzCPowqdkFO8i5vDXRII-O5t7EhBiMldpwW21pRwKyk5DRsINhk0C8SZgfY2NkyGOKoKppbY9I1hS_CCWXyscu4mJfLRjfHHYV9-HWc0t96U0f-HuA9REKspfBYEo18-H1n77OZhCNBbtMTn042kNhY8RPRgnsjh6khpxs6Fo-RuvJenZdq9eSlSj5afERhZtiBmE6NeFs-0pEks-sPoN9F-zDlPKvuoEiV76AHHjHzwN1wbBEj97TyAju4mMQJgpmU95H9sgacMLjD-Eorrj-xyudpJs7cIqdcU412Ju8qcXgB91RsdQHlFVrB1oub6tAHJHB06YazIEuET1eLGX9wgAif34Ec3uSfepZcZQif7pO6y7illBnAENilvA&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.68284349999999,-104.9870539&zoom=17&size=400x300&markers=color:red%7C39.68284349999999,-104.9870539&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Redeux Developments,"1930 South Broadway, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJw3PSygJ_bIcRZmN6Nso5Tmk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nRl0q9UHA4DNHFX-fmaXyAGlNDHjakpJz4Gi7eNS6LcskExfsr_7Ktd_1KVGZG1MbrDsN8uuxTuT7T9ttqF32oCjmjVEC0BhWLdKsVhKVItUNkkYWtMBfN8dKUtgYdlh9eTtjcXTz8Es8tR1iRTjlUgRPlIQKyl--ZVg3K3VAHSzhj3O1b8Nc7oMAWpVQgmbYRg4-eJtQzmVF48a3oa_on0ov93yufjp6KLdhBzLR2E91ucdjxHl-XAlTOp06VLOdG0DZFGSiZ_j468uWLV0dMFp0fVltj9XZqAe8A-fTZRd4Mlu30VLI9RyHTbHnKmpva5L_MWNLXxp8JMc4c79lXFpZuHSHhplICxrm9copaHw4E-bAvuu7mQWcyfTZ5LX9F3EfS6ZB59EsmMi4PI9ma3BA_Nq46hCwl-7AKFm7t6knyZogatzJDyak2O7gxlHIhuwIevJ9bnmbXI9ZW-e6GaDjj6ff0LttKlKaj418qJQJlU4bz5MWa8U6bbICEzdpTaIpLwe798N4wjfgluDmcTCBouqKGYhXhepZf8HL9E-En8lJmdPXkXXhhkTh7wuiRJaStWY14uLOa1rgPgW0oLle2D0ABb3C6IG4iJEJpP65wKvRJCNtcL3YeWfYhq0tPXG74&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6815483,-104.9873498&zoom=17&size=400x300&markers=color:red%7C39.6815483,-104.9873498&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Monthly Rehearsal Studios,"1940 South Broadway, Denver",store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJuUP-6rR_bIcR_KFomuJmrk8,,"https://maps.googleapis.com/maps/api/staticmap?center=39.6812979,-104.9872671&zoom=17&size=400x300&markers=color:red%7C39.6812979,-104.9872671&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Palma's Wheels & Tires,"1899 South Broadway, Denver",car repair | store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJnyKJnLR_bIcRWSKQ0ExqKzg,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3ms6fJPxjQ2ckui0hfJlCYs6Uc3Ngm8Xn0CUw4LQnoFTsSmIwH4UC1JiFDfjPINOSYbVYqtSD8qqGvZqADfdUv5BI3K7zJjyZV3ier7TH1mR75rUnLzuLFZ-ySQeXw6pz6ZxObzzPUpSAdFLy5Xr63PxtPFzheaLasQpSvlUQYmIn5ewK0FwAHR7IjWwi4Ge7FOVaJYPQh-88GYF3IbTCXXJcoyu7hKJH8LfCwzmO24QTMfpilagWXw6MeDJZocx4LDXt6YBKqQ6-Oh_aCOuHXSWrukDcwWjbhudORGGnZvLo8gepYO0Dh7Ng02T9T_uYxxuq5AMMY5KceY4XxEQ9d_DzkKLb_-oS_qysdMhycVGETDKh6y_Zai7YiO4ScQ58KezKhBQTbNYMd5ps2Ub4o-y7-kjMzVkjUoSLP1dvY2OPtH184JrxWtC_nhO26QnuFDGOCp389iA5l410mb7EFUiL4KKXMFmBd1Zkyl1mSWTY_b1aVtLjN0XbjNr35n-yi5FaIrCWQ3psBssSFXj48Zk40a6ywX4rdZVmLLIJYiCHSBlkFPJQ14H8geQ_TmE0EANE-BIYlPrxMnC9pxAzB8Mli2N3UbMRhCrjwLItskU-DUAWJdtY6e34uSSTfN&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6823105,-104.9878566&zoom=17&size=400x300&markers=color:red%7C39.6823105,-104.9878566&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
ACA Dispensary,"1911 South Broadway, Denver",store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJpevWk7R_bIcRL3Nbyxgfu_I,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3m-sX8y4sUIo-1loj_HjLry3iTAV9OPvGxTIJ8-4lCmkoAhAIaG40HpfqoQrYe1vOAaJuwKpsg1GOORGWDxUGkHCqCKTJfjatzTSILnf53DjfABvq7m3Is8aroDLKLP5XX3wOHlnhIW9XHmM_TzCzIHOCEj_SSv1g8lXZlUGZtf2b0Wo3ecgHbbjjurNE2WHzSH6AKT0JaDf0wZrZqSBgfEX_fZeuq-urJGtlUQPMl-JBgdV6FSOHtURs6yIqRdAjk5ZAEdZP2K3_rb4GXTJBuBib37Tk0NG4du3xUMNO0tbnDSBprHHF357lPdiAK1w6MbizHl4Zivj2KJkhbH0lmMWZ1-BQ1dTFwguRfpCljoKp8mlCFQs9wEapbMHNTASE78eHKxsX3CKOwkFXT4GZD9_gpo0fr_P_X9TV7T2h1BahLLFcfrZ0AI-VDHJYHt_3wIMjctKaBJoQ8mIVQT9PSe7sevQLSm3Rf-caYJ7bX40wFOt1cEGnRzLrIut4Adm7cXR7S0WCJX9Q89iUm1gFAl3NQwCNABDnMZOiiGz06VT28EoKibNmtdGl2Lf_o9V5bdtv9U2-YtVbJTuP0kPgFBo4e0zHRvQxYCNqCSLO6Flk1tEKe4SYQGej9hFEeE7KTACA&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6818646,-104.9880961&zoom=17&size=400x300&markers=color:red%7C39.6818646,-104.9880961&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Dedication Tattoo,"1905 South Broadway, Denver",store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJW_2Ej7R_bIcRoQT43y-Iieg,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3k9nmU8EUrlk8DE25-x7gEWnzvXUCW_wRKvOhivtR86vLUvNlaFrih3b3yt15D4jV1lsmYy-OQxbhL3ZYPBmYXJh7Ru15H_b6pC0UmtoeeW7exw22-xCBvvA01-K2gK7Av5ciqyUQIKkzmHMbMBVOWaCb3PiXju67_Jm7tkgyGIeD9eAEfF90t5A1dD4sO35bd080PNDcExkfdEYGNh0-vf-EFHy-PMUa9aFKUbpUoCZIRgqTJdZfPqOAoqyj4vzQ_GiZoa-Q_aof-zlHrbzH2LclgnH2DGnoIJ3rLEdBYTjrnVrzd1XvlhJ270uoyNl1n31PFT5wo_0joLf4oc8OsgukP7pPYo6xqc9QB-U2LgrnoBVdctq7Iqe_HY6DedwVkz19-U_BII7Vsz_kR7H4rNEjnJI3rGIFiZXpSj8QXgErcDfUnxKXujRIZPSuhEYS4naGwpkAdrokXwral__PRcB1M4A6slUbzvQNMShHFr0CLmO7eHc2as7icth12ZBLfRvE3ovSJPkBZY2nfWUB8XphdPyFACsclqZexbk7WU4Lo4oRdkRh3mcFIRj9rQXAHg4avZ0qfovEDFSe8hZGyZivnEEUp_bHf0cox60b4F3fNvWxmakXdh-oAC37HwwDZAOH1H&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.68196019999999,-104.9877763&zoom=17&size=400x300&markers=color:red%7C39.68196019999999,-104.9877763&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Next Level Taiji Quan,"1832 South Broadway, Denver",health | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ1zb--gF_bIcRVJBoY_Fg2Tg,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3kzhxa_1zbx7-RuObCASbYJb9uACFzdHHPkWpeL38_BODBFD5yPAOeyBBhE52weurd1Itvv613lXEYzS0OsJrXUnFkXOh9MJ38QPO9KeKTBeZ51kUYfFvmcYMT1hrghl3SKlBjAdzFwZlOQip63fPowfh-EkUAHXDtURxDefCIn70vhOIJ0sJtp4ZbMp4aiMTkTOr2IVYCjDNzGrT_2p-hqTgh3fYjskh2voObq8nybDA2DS9qHt52wK7jlSADysWqQg50MbnIkMrvwTVL4V0V67WwfJJMBKZTYH79ODgM4fOzhv4QBqVzox4pRE8K2s9HIoegvBA6rnYWTH6CcoOdo8VLL6dyr9ZJqvFdPKhCTOfJ7RQ4BeZP4A0NRv3sO-t9LpSoY4t5egaHhkCyLWZUoHsFeyerrhqoOv3KO_R6xon_zIBqG_1ULmUNxRuWlc50A-NmcgZ4klsV8I4_LRWQCyY-axFdcM-IU2-9KKQQbxbGT_Rpan-6m-8cMOzon6EYQ6EwLOrNSvgke18TY-8ceVB5-3XeZz0lqSNDskVJZfajoGicfgzL5sjFLwVaXfwDRM49c5m_cMP6JYSdnfkZVoGqalZ9XGXaBlQ5-20m8s2Vhwi4uAoiSbXdrNG5Tnz2ZFY5b8B4BXjqb4apyZCdxTy4&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.683306,-104.9872836&zoom=17&size=400x300&markers=color:red%7C39.683306,-104.9872836&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Spectra Art Space,"1836 South Broadway, Denver",art gallery | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJRzXpZbN_bIcRG7s51gIaATo,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3kj4409epEPIqtUpvjwrEb2ivavYPfSHm0Hv3ojTTrmeSgfVfcyh2wuOFgHZEyW5Oav3Q54EgbaPGd2s5rrTS6p_TSE8noU6zKIFwDaSwBPnljp1GGo1QLIYIaDC4x7pWoZ0D75v2zbks8RWhqy52Qz_4XrDQ_bvbMMTIFnaix_PdhWEBihqhmLjCF8ZkO_CdanWzLEAE5bj6xQJAn3pOL92VrX-FPYMTYR_8sLcLWgZNEoiHIYeCwMe_pJcTgInY8qATQcCGRnxEHWHIk7mUxeaDXKyIeTxEJZw8YR-MVEdDEjiZ-bCZSc_aY1LlBb6ucytroUsZkbAMVXvWp-QXUHu4KZjy09vy1Hl6x1_yduchTC5R3elBJyoQxUO7c7pFN5TCV1nY01fpt6YK1LBxQebS7kJx1aO2Gq1mY2S5GO4hMCW6WZbp3Y6fLpoc6Meu0rQAYegaXOrQACpBtwQUjsBf4pJRjPcs2Jr0f0kXg8VdT3pd6s4CuFU-3ykTeCemgnqauDiKWkTUWg5ibuypD4Uv8zCFz2V52kp5IBSyDqTJwLkZrLhf2ZvBNkZXuHLGrdCDHcPB5BzPJV3GaW4wgFtIxyxX6yeJuMLJ9vLLtX7pwlF-ihG1eO8y76i9eQoeZg7Y-CchGksgIa2cmzGyszmz0&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6832272,-104.9872836&zoom=17&size=400x300&markers=color:red%7C39.6832272,-104.9872836&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Sexploratorium,"1800 South Broadway, Denver",museum | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJGbeJCh9_bIcR2v0-E4CNRiI,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3kA-aURJBysN3tkyZVOZzVVCjbHLBD0uOS0R2KOP0dEQnROVFrU1VmYZdGJ35edjnZBv70iSuz3aTWHX_O9MaWngExQX7B2zDpmc-MUJv3xJhn2sU8xNrqj1HwRa2LvZLdr_Jf2UJO-i0kc0IEntEBGHgsbqp4iLeHDSl32OzxzTNJy8TAyJO8v9GBk8knX7Ie-LMc2_WEWtTryGoNMFEMeT_tpOQeTWUtIt7Qi3DnZieGh0f1oMBg4dNeqqvdhwZ_ppW-8IvJyF1DzamulqBDgZdWf86jxZfFpaBBCyRVootuqPJE-vmh0RBRavcdJq8kVWJ09G34eshrRjAsxcI2r8XgTZIVjo4FNciDuctjLfhHkbzbRoROjZ_BtoWrbLbzI73hCE3xrL_M5lOQB9RlqABYRDRaUFLCyLz2NiYYPYe8e5WgXBV6GgB_bJdvvL2CM-5-jdyYsHorjKZCjvLfrsJk0DmBC7gl_SyoXRR68UkkQ8W20IgWNgkuovvtIm-28Korrf6W4zPv2JKOnZwfGdFQMqcwHol-f7detFFQVrWSf_L-TvPK_6BPPFH37DFOhcPkpBauAhsAk96kndY_b9RGYOOg34Dhk8pTN3r-7cm32GbZldPvlx2Nnk2YU_H9pkeo_RgGY3MppBVUsXU9euzY&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6837909,-104.9872607&zoom=17&size=400x300&markers=color:red%7C39.6837909,-104.9872607&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Goldfinch Coffee,"1842 South Broadway Unit 103, Denver",cafe | store | food | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ5dlfLsN_bIcRp6coi24bkU0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3k47GowFafQM0q8QaKtPUrZZVEiX1dK8c2s8FVCZJqWTcHdBRdQAzBgMdlzD-XRDB9_QQ222lk5v9KRQ8lzQp4xzHVTEXdmYq2S7w3kL_-2EqxMyojfB00HL4RQ3T-KrMoerJA0qa1s25pI-7Mg2URphLNOqI1khqqngnX3AJi42O2Kp9IOGBuljRpot3U6iiS4f6Wsozjf8Uk2_OZAcCt7bLb4bVb58POie6GpYWkKHvl_9osDJGO7daxdhwICptiGRAY2lng7j2Els-xQbIOIDSl_TlhAQ8DsBWO6oDssre1UdmSEht0g0aS1tSUHygwBM6XKw-u-ULNN9jeXYSUEY5vK9WXa6harPGYAay62U-t0t2iUVFi0PHEv6z8_BNpuQzjEMV7LcT8NaERcR0K4R-g3fBuNWi7BnKeihoye1LomlBzWLMPh2BAZ0DCVFyNIG64vB_F0Kfpz009_Y0VrSstk5MB8F7V4IoOm0R2T2Zpnb8Sw-gFfuG4qYwexIFdxBblL3xw6WD9ac5pZSSuSBH__IvTS9yTls5D05H5OZjAZaHxdD_h1Zva9ZZz1YJOoJ4Z5ji-gCJSAFhBW10FIcf_cjR1tsnQ4F1UAjGJDZ-mH4xvqyomfAk0z0D9ZfInbJAW4mRQzYoa2ifj5g0fFKcg&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6830559,-104.9870414&zoom=17&size=400x300&markers=color:red%7C39.6830559,-104.9870414&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
The Goldfinch,"1842 South Broadway #103, Denver",bar | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJ1z3x71F_bIcRgrvly9jYrPE,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3ngFgkGEspdJYKqjx3SiywiSodlj0oVcIoNHExaJ1nBFjSRxm_Ks4s0b5fFGmKNiPjk_tSgTXLoQ1PrMcZ6MdN03PnbtVw3esPdYe7kRDiCcgNY___vwBxEUDhT5sqOZFITDe24JRw315-wWAohk1Bvr9iankxjsuglIHAWlrI-UWWbwzqvHCYHoGIvU3pztlgNl9TJCUqUWuHVNsctG9n-LzrlwZAtM4SZAt1BXXgBpi42MCgL9E_0IIwyn3qai0xA0kSXlU4bgOy1f56TCOxzv5EdJXzgQtfifVMAAptADW9buZTFQClZ-odOnKMIn3QphiJZLcPwsrN9TJo4TTlyvGWOWdSH1qRfma0xiNSIOBC5qvJqOs2uZNwgqmfcYkFjzMq4ln_XPmrMoSz4TGu7qItYbZGC6GjCXW1BFwGpc_mAHuNKCTPrzsxR2nRCU4lWwufzgE9E-OpvQubLdvWEFy4PkrnQLv9gIOsHxq8QlgPX0tYXLgzPx460dHzNGUL_aIxb3epwnhf3upQU_PQ2hr2038IYOM3PpKBwyXpxSU2EzoHfJ_w5fOuGVOMHD3F3CZYOSmlSI5eB46LIxKOc8Ny2EobMHW5ZG18Ax5cUa2Zn0Oa2sTwIEZO9sNwyHz4pDS4UHajBCbtDQ6VQk-ZHbvU&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6831203,-104.987193&zoom=17&size=400x300&markers=color:red%7C39.6831203,-104.987193&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
The Air Masters of Denver,"1842 Broadway, Denver",general contractor | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJCxTMZbN_bIcRjOQgDAJyvd0,,"https://maps.googleapis.com/maps/api/staticmap?center=39.6831355,-104.9873668&zoom=17&size=400x300&markers=color:red%7C39.6831355,-104.9873668&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
"AWM Staffing, Inc.","1805 Broadway #1225, Denver",health | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJO331doZ_bIcR1YImlXjPHQI,,"https://maps.googleapis.com/maps/api/staticmap?center=39.6837537,-104.9879034&zoom=17&size=400x300&markers=color:red%7C39.6837537,-104.9879034&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
CRŪ Industries,"1876 South Broadway, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJc0d-0aV_bIcRct2X4h3v59w,,"https://maps.googleapis.com/maps/api/staticmap?center=39.6826467,-104.9873082&zoom=17&size=400x300&markers=color:red%7C39.6826467,-104.9873082&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
